KOIpl,Rppri,E_Rppri,e_Rppri,Rpsec,E_Rpsec,e_Rpsec,Rpkep,e_Rpkep,Teqpri,E_Teqpri,e_Teqpri,Teqsec,E_Teqsec,e_Teqsec,Teqkep,Spri,E_Spri,e_Spri,Ssec,E_Ssec,e_Ssec,Skep,e_Skep,KOI,Simbad_x,_RA_x,_DE_x,NIRC2,Np,Sep,Date,rmag,SNR,dmi,e_dmi,dmLP600,e_dmLP600,dmGaia,e_dmGaia,dm562nm,e_dm562nm,dm692nm,e_dm692nm,dm880nm,e_dm880nm,dmJ,e_dmJ,dmK,e_dmK,Ref,Teff1,E_Teff1,e_Teff1,Teff2,E_Teff2,e_Teff2,Teffkep,e_Teffkep,Rstar1,E_Rstar1,e_Rstar1,Rstar2/Rstar1,E_Rstar2/Rstar1,e_Rstar2/Rstar1,Rstarkep,e_Rstarkep,fcorr-p,E_fcorr-p,e_fcorr-p,fcorr-s,E_fcorr-s,e_fcorr-s,Source,K16,F17,Simbad_y,_RA_y,_DE_y,KOIpl_clean,kepoi_name,koi_period,koi_period_err1,koi_period_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_steff,koi_srad,koi_smass,Rstar2,Mstar1_est,Mstar2_est,rho_pri,rho_sec,rho_transit,rho_transit_fracerr,rho_transit_err,rho_pri_err,rho_sec_err,lnL_pri,lnL_sec,prior_pri,prior_sec,p_pri,p_sec,usable
191.03,1.17,0.13,0.13,3.18,0.37,0.35,1.2,0.12,1874,67,64,1016,38,36,1846,3168.72,197.53,194.99,391.22,25.52,25.49,2741.07,857.46,0191,Simbad,295.2872,41.22196,*,4,1.67,2022-10-20,14.95,136,2.75,0.02,3.09,0.49,,,,,,,,,,,,,"F17,LB14",5685,48,48,3964,34,32,5456,109,0.882,0.014,0.012,0.604,0.007,0.007,0.931,0.048,0.97,0.05,0.05,2.65,0.16,0.14,1,0,1,Simbad,295.2872,41.22196,191.03,,,,,,,,,,,,,,,,,,,,0.532728,0.85474336,0.4551263,1.2457472,3.0103383,,,,0.18686208,0.45155075,,,0.5,0.5,,,False
191.04,2.02,0.22,0.23,5.51,0.65,0.62,2.07,0.21,495,17,17,268,9,9,487,15.32,0.95,0.94,1.89,0.12,0.12,13.28,4.15,0191,Simbad,295.2872,41.22196,*,4,1.67,2022-10-20,14.95,136,2.75,0.02,3.09,0.49,,,,,,,,,,,,,"F17,LB14",5685,48,48,3964,34,32,5456,109,0.882,0.014,0.012,0.604,0.007,0.007,0.931,0.048,0.97,0.05,0.05,2.65,0.16,0.14,1,0,1,Simbad,295.2872,41.22196,191.04,,,,,,,,,,,,,,,,,,,,0.532728,0.85474336,0.4551263,1.2457472,3.0103383,,,,0.18686208,0.45155075,,,0.5,0.5,,,False
227.01,3.43,0.43,0.44,3.85,0.5,0.5,2.45,0.27,360,14,13,352,13,13,350,7.1,0.3,0.3,5.74,0.12,0.12,3.55,1.03,0227,Simbad,284.35203,41.51922,*,1,0.31,2022-08-03,14.26,237,,,0.84,0.09,,,1.03,0.15,1.5,0.15,,,,,0.02,0.01,"F17,H11,B16,K16",4140,28,28,4002,11,11,4094,81,0.591,0.013,0.014,1.023,0.008,0.008,0.571,0.031,1.4,0.09,0.08,1.57,0.1,0.1,2,1,1,Simbad,284.35203,41.51922,227.01,,,,,,,,,,,,,,,,,,,,0.60459304,0.5181844,0.53312486,2.5102785,2.4123454,,,,0.3765418,0.3618518,,,0.5,0.5,,,False
270.01,1.46,0.09,0.09,1.48,0.1,0.09,1.53,0.05,799,27,27,792,29,28,917,89.43,8.86,8.43,85.67,8.27,8.0,167.41,24.38,0270,Simbad,293.73279,41.90063,*,2,0.14,2022-10-01,11.28,582,,,,,,,,,0.61,0.15,0.77,0.15,0.0,0.02,0.45,0.32,,5896,82,77,5856,87,73,5587,100,0.97,0.039,0.035,0.993,0.009,0.009,1.423,0.047,0.96,0.05,0.05,0.97,0.05,0.05,2,1,1,Simbad,293.73279,41.90063,270.01,K00270.01,12.58229808,2.736e-05,-2.736e-05,15.223,0.621,-0.621,6.375,0.05,-0.05,0.044,0.367,-0.044,118.7,2.1,-2.1,5587.0,1.423,0.911,0.96321,0.9626417,0.95422596,1.0547498,1.067796,0.29937536961340583,0.12238060829008737,0.03663773984035835,0.15821248,0.16016941,-10.817492746315054,-10.936026198763626,0.5,0.5,0.5295987156194732,0.4704012843805267,True
270.02,1.78,0.11,0.1,1.8,0.11,0.1,1.86,0.06,576,20,20,571,20,20,661,24.07,2.38,2.27,23.06,2.23,2.15,45.09,6.56,0270,Simbad,293.73279,41.90063,*,2,0.14,2022-10-01,11.28,582,,,,,,,,,0.61,0.15,0.77,0.15,0.0,0.02,0.45,0.32,,5896,82,77,5856,87,73,5587,100,0.97,0.039,0.035,0.993,0.009,0.009,1.423,0.047,0.96,0.05,0.05,0.97,0.05,0.05,2,1,1,Simbad,293.73279,41.90063,270.02,,,,,,,,,,,,,,,,,,,,0.96321,0.9626417,0.95422596,1.0547498,1.067796,,,,0.15821248,0.16016941,,,0.5,0.5,,,False
284.01,2.45,0.47,0.49,2.63,0.54,0.51,1.93,0.27,765,55,58,706,49,53,758,71.6,4.27,4.33,55.28,3.43,3.59,77.99,31.37,0284,Simbad,283.23568,41.34305,*,4,0.88,2021-09-19,11.75,334,,,0.45,0.04,0.36,0.0,0.81,0.15,0.67,0.19,0.85,0.83,0.22,0.03,0.26,0.01,"F17,A12,H11,B16,K16",6097,46,44,5894,52,47,5931,107,1.042,0.017,0.016,0.909,0.005,0.005,1.101,0.157,1.25,0.2,0.15,1.34,0.22,0.17,2,1,1,Simbad,283.23568,41.34305,284.01,,,,,,,,,,,,,,,,,,,,0.947178,1.0527729,0.9344144,0.93053234,1.0996252,,,,0.13957986,0.16494378,,,0.5,0.5,,,False
284.02,1.76,0.35,0.36,1.9,0.39,0.4,1.4,0.2,1079,82,81,994,74,74,1069,283.59,16.9,17.14,218.95,13.59,14.22,309.12,124.36,0284,Simbad,283.23568,41.34305,*,4,0.88,2021-09-19,11.75,334,,,0.45,0.04,0.36,0.0,0.81,0.15,0.67,0.19,0.85,0.83,0.22,0.03,0.26,0.01,"F17,A12,H11,B16,K16",6097,46,44,5894,52,47,5931,107,1.042,0.017,0.016,0.909,0.005,0.005,1.101,0.157,1.25,0.2,0.15,1.34,0.22,0.17,2,1,1,Simbad,283.23568,41.34305,284.02,,,,,,,,,,,,,,,,,,,,0.947178,1.0527729,0.9344144,0.93053234,1.0996252,,,,0.13957986,0.16494378,,,0.5,0.5,,,False
284.03,1.54,0.3,0.31,1.66,0.32,0.33,1.22,0.17,1092,84,85,1007,79,78,1082,298.17,17.77,18.02,230.21,14.29,14.95,324.69,130.63,0284,Simbad,283.23568,41.34305,*,4,0.88,2021-09-19,11.75,334,,,0.45,0.04,0.36,0.0,0.81,0.15,0.67,0.19,0.85,0.83,0.22,0.03,0.26,0.01,"F17,A12,H11,B16,K16",6097,46,44,5894,52,47,5931,107,1.042,0.017,0.016,0.909,0.005,0.005,1.101,0.157,1.25,0.2,0.15,1.34,0.22,0.17,2,1,1,Simbad,283.23568,41.34305,284.03,,,,,,,,,,,,,,,,,,,,0.947178,1.0527729,0.9344144,0.93053234,1.0996252,,,,0.13957986,0.16494378,,,0.5,0.5,,,False
284.04,1.79,0.35,0.37,1.93,0.38,0.37,1.41,0.2,417,32,31,385,29,28,414,6.39,0.38,0.39,4.93,0.31,0.32,6.96,2.79,0284,Simbad,283.23568,41.34305,*,4,0.88,2021-09-19,11.75,334,,,0.45,0.04,0.36,0.0,0.81,0.15,0.67,0.19,0.85,0.83,0.22,0.03,0.26,0.01,"F17,A12,H11,B16,K16",6097,46,44,5894,52,47,5931,107,1.042,0.017,0.016,0.909,0.005,0.005,1.101,0.157,1.25,0.2,0.15,1.34,0.22,0.17,2,1,1,Simbad,283.23568,41.34305,284.04,,,,,,,,,,,,,,,,,,,,0.947178,1.0527729,0.9344144,0.93053234,1.0996252,,,,0.13957986,0.16494378,,,0.5,0.5,,,False
291.01,2.29,0.37,0.36,3.88,0.62,0.61,2.72,0.41,669,22,22,416,16,16,663,56.15,3.26,3.34,10.73,1.02,1.02,45.68,19.87,0291,Simbad,297.27796,48.32033,*,2,0.07,2023-09-01,12.79,484,,,,,,,,,,,,,,,1.35,0.02,"F17,K16",6484,46,49,5122,90,84,5712,114,1.292,0.026,0.025,0.619,0.006,0.006,1.636,0.084,0.84,0.05,0.04,1.42,0.1,0.09,1,1,1,Simbad,297.27796,48.32033,291.01,,,,,,,,,,,,,,,,,,,,0.79974806,1.3774574,0.75629544,0.63869065,1.4785359,,,,0.0958036,0.22178039,,,0.5,0.5,,,False
291.02,1.71,0.27,0.27,2.9,0.47,0.48,2.04,0.31,1052,38,37,654,26,25,1041,341.96,19.83,20.32,65.35,6.2,6.22,277.89,120.9,0291,Simbad,297.27796,48.32033,*,2,0.07,2023-09-01,12.79,484,,,,,,,,,,,,,,,1.35,0.02,"F17,K16",6484,46,49,5122,90,84,5712,114,1.292,0.026,0.025,0.619,0.006,0.006,1.636,0.084,0.84,0.05,0.04,1.42,0.1,0.09,1,1,1,Simbad,297.27796,48.32033,291.02,,,,,,,,,,,,,,,,,,,,0.79974806,1.3774574,0.75629544,0.63869065,1.4785359,,,,0.0958036,0.22178039,,,0.5,0.5,,,False
292.01,1.38,0.2,0.19,5.08,0.73,0.67,1.44,0.19,1316,38,39,557,17,17,1328,687.71,32.82,32.32,37.47,2.02,2.08,735.48,282.45,0292,Simbad,287.32661,48.67344,*,1,0.38,2022-10-22,12.83,455,,,,,,,,,,,,,3.04,0.03,3.02,0.1,"F17,A12",5845,41,36,3691,22,21,5773,115,0.94,0.007,0.008,0.45,0.005,0.005,0.988,0.043,0.96,0.04,0.04,3.52,0.18,0.16,1,0,1,Simbad,287.32661,48.67344,292.01,,,,,,,,,,,,,,,,,,,,0.42299998,0.92557114,0.34113434,1.1143619,4.507175,,,,0.16715428,0.6760763,,,0.5,0.5,,,False
297.01,1.91,0.34,0.35,5.71,1.07,1.06,2.03,0.36,1262,37,38,573,20,20,1248,532.25,25.44,25.47,34.93,3.14,3.19,574.71,280.53,0297,Simbad,286.24718,50.2424,*,1,0.09,2023-09-01,12.13,671,,,,,,,,,,,,,,,2.17,0.07,"F17,H11",6454,38,36,4187,63,59,6155,123,1.244,0.012,0.011,0.489,0.01,0.01,1.34,0.058,0.94,0.04,0.04,2.82,0.18,0.16,1,0,1,Simbad,286.24718,50.2424,297.01,,,,,,,,,,,,,,,,,,,,0.60831594,1.3137885,0.53723156,0.68243986,2.3865685,,,,0.102365986,0.3579853,,,0.5,0.5,,,False
298.01,1.91,0.16,0.17,2.18,0.19,0.19,1.5,0.09,592,24,24,527,21,22,564,29.36,1.79,1.7,21.42,1.3,1.26,23.88,5.48,0298,Simbad,290.49429,52.0556,*,2,2.01,2023-06-28,12.67,471,0.37,0.01,0.58,0.04,0.58,0.05,,,,,,,0.22,0.08,0.19,0.05,"F17,B16,LB12,LB14,K16",5489,57,45,5201,62,55,5250,105,0.793,0.007,0.007,0.882,0.008,0.008,0.79,0.052,1.27,0.09,0.08,1.45,0.1,0.1,2,1,1,Simbad,290.49429,52.0556,298.01,,,,,,,,,,,,,,,,,,,,0.699426,0.7483271,0.63962764,1.5006242,1.8693985,,,,0.22509363,0.28040978,,,0.5,0.5,,,False
298.02,2.08,0.18,0.18,2.36,0.21,0.22,1.62,0.1,417,16,16,371,15,15,397,7.18,0.44,0.42,5.24,0.32,0.31,5.85,1.34,0298,Simbad,290.49429,52.0556,*,2,2.01,2023-06-28,12.67,471,0.37,0.01,0.58,0.04,0.58,0.05,,,,,,,0.22,0.08,0.19,0.05,"F17,B16,LB12,LB14,K16",5489,57,45,5201,62,55,5250,105,0.793,0.007,0.007,0.882,0.008,0.008,0.79,0.052,1.27,0.09,0.08,1.45,0.1,0.1,2,1,1,Simbad,290.49429,52.0556,298.02,,,,,,,,,,,,,,,,,,,,0.699426,0.7483271,0.63962764,1.5006242,1.8693985,,,,0.22509363,0.28040978,,,0.5,0.5,,,False
307.01,2.77,0.63,0.64,2.89,0.68,0.67,1.78,0.29,790,68,69,769,66,69,711,80.24,9.29,8.96,72.58,8.22,8.44,60.37,27.99,0307,Simbad,293.18031,41.61776,*,2,0.08,2021-10-07,12.75,367,,,,,,,,,0.25,0.15,0.05,0.15,,,0.07,0.05,F17,6268,94,77,6196,92,89,6023,120,1.143,0.046,0.042,0.971,0.016,0.015,1.031,0.168,1.52,0.31,0.22,1.57,0.32,0.22,2,0,1,Simbad,293.18031,41.61776,307.01,,,,,,,,,,,,,,,,,,,,1.109853,1.1818376,1.1391524,0.791442,0.83326936,,,,0.1187163,0.12499041,,,0.5,0.5,,,False
307.02,1.85,0.44,0.44,1.89,0.44,0.44,1.18,0.19,1226,103,105,1194,101,105,1107,471.73,54.64,52.67,426.7,48.34,49.62,354.82,164.45,0307,Simbad,293.18031,41.61776,*,2,0.08,2021-10-07,12.75,367,,,,,,,,,0.25,0.15,0.05,0.15,,,0.07,0.05,F17,6268,94,77,6196,92,89,6023,120,1.143,0.046,0.042,0.971,0.016,0.015,1.031,0.168,1.52,0.31,0.22,1.57,0.32,0.22,2,0,1,Simbad,293.18031,41.61776,307.02,,,,,,,,,,,,,,,,,,,,1.109853,1.1818376,1.1391524,0.791442,0.83326936,,,,0.1187163,0.12499041,,,0.5,0.5,,,False
332.01,1.72,0.28,0.27,5.75,0.97,0.95,1.91,0.29,1181,35,35,493,17,17,1099,658.41,27.5,27.97,32.14,3.12,3.01,344.32,148.15,0332,Simbad,297.65094,47.39628,*,2,0.13,2023-05-15,13.0,371,,,,,,,,,,,,,,,2.54,0.08,F17,6586,38,37,4099,69,63,5798,116,1.367,0.015,0.014,0.448,0.012,0.011,1.535,0.067,0.9,0.04,0.04,3.0,0.2,0.2,1,0,1,Simbad,297.65094,47.39628,332.01,,,,,,,,,,,,,,,,,,,,0.612416,1.4781232,0.5417616,0.5786356,2.3586774,,,,0.08679534,0.3538016,,,0.5,0.5,,,False
332.02,0.71,0.11,0.11,2.38,0.39,0.4,0.79,0.12,1093,33,33,456,16,16,1018,484.84,20.26,20.6,23.67,2.3,2.21,254.1,109.33,0332,Simbad,297.65094,47.39628,*,2,0.13,2023-05-15,13.0,371,,,,,,,,,,,,,,,2.54,0.08,F17,6586,38,37,4099,69,63,5798,116,1.367,0.015,0.014,0.448,0.012,0.011,1.535,0.067,0.9,0.04,0.04,3.0,0.2,0.2,1,0,1,Simbad,297.65094,47.39628,332.02,,,,,,,,,,,,,,,,,,,,0.612416,1.4781232,0.5417616,0.5786356,2.3586774,,,,0.08679534,0.3538016,,,0.5,0.5,,,False
349.01,3.08,0.63,0.65,3.42,0.66,0.72,2.54,0.37,777,60,61,698,54,55,776,79.97,9.21,9.43,55.33,6.98,7.18,85.46,35.45,0349,Simbad,286.85271,49.26168,*,1,0.15,2023-07-05,13.51,349,,,,,,,,,,,,,,,0.31,0.05,"F17,LB14",5941,91,88,5654,101,108,5725,104,0.985,0.041,0.041,0.893,0.017,0.015,1.072,0.158,1.18,0.21,0.16,1.32,0.24,0.18,2,0,1,Simbad,286.85271,49.26168,349.01,,,,,,,,,,,,,,,,,,,,0.879605,0.98128533,0.8518431,1.0268017,1.2516893,,,,0.15402026,0.18775341,,,0.5,0.5,,,False
354.01,2.74,0.54,0.55,6.82,1.37,1.38,2.27,0.32,822,60,58,433,32,33,721,100.76,6.33,6.15,10.94,0.89,0.9,63.95,25.18,0354,Simbad,296.41856,49.5401,*,2,3.72,2023-06-25,13.22,327,,,,,,,,,,,,,,,1.72,0.01,F17,6235,48,47,4350,61,59,5936,94,1.121,0.019,0.018,0.568,0.006,0.006,0.965,0.139,1.19,0.2,0.15,2.94,0.54,0.38,2,0,1,Simbad,296.41856,49.5401,354.01,,,,,,,,,,,,,,,,,,,,0.63672805,1.153472,0.56877756,0.8188232,2.203335,,,,0.122823484,0.33050027,,,0.5,0.5,,,False
354.02,1.35,0.27,0.27,3.36,0.7,0.7,1.11,0.16,1064,81,78,560,43,42,933,281.84,17.7,17.19,30.6,2.48,2.51,178.68,70.35,0354,Simbad,296.41856,49.5401,*,2,3.72,2023-06-25,13.22,327,,,,,,,,,,,,,,,1.72,0.01,F17,6235,48,47,4350,61,59,5936,94,1.121,0.019,0.018,0.568,0.006,0.006,0.965,0.139,1.19,0.2,0.15,2.94,0.54,0.38,2,0,1,Simbad,296.41856,49.5401,354.02,,,,,,,,,,,,,,,,,,,,0.63672805,1.153472,0.56877756,0.8188232,2.203335,,,,0.122823484,0.33050027,,,0.5,0.5,,,False
401.01,3.88,0.48,0.47,10.22,1.26,1.33,4.15,0.49,543,16,16,297,9,9,540,23.9,1.37,1.39,3.13,0.18,0.19,20.05,7.02,0401,Simbad,285.85371,38.38411,*,3,1.97,2022-10-26,13.94,103,2.65,0.02,2.9,0.29,3.2,0.05,,,,,,,2.11,0.01,,,"F17,LB12,LB14",5745,45,48,4042,36,38,5455,109,0.899,0.008,0.008,0.603,0.005,0.006,0.989,0.043,0.93,0.04,0.04,2.46,0.12,0.12,1,0,1,Simbad,285.85371,38.38411,401.01,,,,,,,,,,,,,,,,,,,,0.542097,0.875386,0.46515343,1.2048154,2.919882,,,,0.18072231,0.43798232,,,0.5,0.5,,,False
401.02,3.99,0.5,0.5,10.49,1.27,1.26,4.28,0.5,308,10,9,168,5,5,306,2.47,0.14,0.14,0.32,0.02,0.02,2.08,0.72,0401,Simbad,285.85371,38.38411,*,3,1.97,2022-10-26,13.94,103,2.65,0.02,2.9,0.29,3.2,0.05,,,,,,,2.11,0.01,,,"F17,LB12,LB14",5745,45,48,4042,36,38,5455,109,0.899,0.008,0.008,0.603,0.005,0.006,0.989,0.043,0.93,0.04,0.04,2.46,0.12,0.12,1,0,1,Simbad,285.85371,38.38411,401.02,,,,,,,,,,,,,,,,,,,,0.542097,0.875386,0.46515343,1.2048154,2.919882,,,,0.18072231,0.43798232,,,0.5,0.5,,,False
401.03,1.56,0.19,0.19,4.11,0.5,0.51,1.67,0.19,438,14,14,240,8,7,436,10.19,0.58,0.59,1.34,0.08,0.08,8.55,3.0,0401,Simbad,285.85371,38.38411,*,3,1.97,2022-10-26,13.94,103,2.65,0.02,2.9,0.29,3.2,0.05,,,,,,,2.11,0.01,,,"F17,LB12,LB14",5745,45,48,4042,36,38,5455,109,0.899,0.008,0.008,0.603,0.005,0.006,0.989,0.043,0.93,0.04,0.04,2.46,0.12,0.12,1,0,1,Simbad,285.85371,38.38411,401.03,,,,,,,,,,,,,,,,,,,,0.542097,0.875386,0.46515343,1.2048154,2.919882,,,,0.18072231,0.43798232,,,0.5,0.5,,,False
420.01,3.7,0.4,0.4,12.36,1.44,1.35,3.8,0.29,765,41,42,326,17,19,768,80.43,3.03,5.07,6.13,0.67,1.08,82.31,23.61,0420,Simbad,286.11868,44.34526,*,1,0.63,2023-09-15,14.17,249,,,,,,,,,,,,,,,3.02,0.0,F17,4933,46,45,3389,15,14,4878,171,0.73,0.007,0.007,0.385,0.002,0.002,0.762,0.057,0.97,0.08,0.07,3.25,0.27,0.24,1,0,1,Simbad,286.11868,44.34526,420.01,,,,,,,,,,,,,,,,,,,,0.28105,0.6747666,0.2046348,1.7345426,9.217832,,,,0.2601814,1.3826748,,,0.5,0.5,,,False
442.01,2.11,0.32,0.31,2.76,0.44,0.42,2.17,0.31,710,24,24,571,23,23,779,72.83,4.04,4.13,35.44,3.69,3.52,87.1,36.05,0442,Simbad,291.0972,38.87559,*,3,0.1,2021-11-07,13.95,274,,,,,,,,,0.93,0.15,,,,,,,F17,5817,47,48,5191,101,100,5791,116,0.893,0.013,0.014,0.81,0.025,0.024,1.085,0.049,0.97,0.05,0.05,1.27,0.07,0.07,1,0,1,Simbad,291.0972,38.87559,442.01,,,,,,,,,,,,,,,,,,,,0.72333,0.86808914,0.6670688,1.2190175,1.76263,,,,0.18285263,0.26439452,,,0.5,0.5,,,False
442.02,1.34,0.19,0.19,1.75,0.25,0.26,1.37,0.19,1411,47,45,1133,45,45,1546,1129.75,62.62,64.09,549.72,57.2,54.56,1345.92,556.95,0442,Simbad,291.0972,38.87559,*,3,0.1,2021-11-07,13.95,274,,,,,,,,,0.93,0.15,,,,,,,F17,5817,47,48,5191,101,100,5791,116,0.893,0.013,0.014,0.81,0.025,0.024,1.085,0.049,0.97,0.05,0.05,1.27,0.07,0.07,1,0,1,Simbad,291.0972,38.87559,442.02,,,,,,,,,,,,,,,,,,,,0.72333,0.86808914,0.6670688,1.2190175,1.76263,,,,0.18285263,0.26439452,,,0.5,0.5,,,False
442.03,1.51,0.24,0.24,1.98,0.32,0.32,1.56,0.23,884,28,29,710,28,28,969,174.68,9.68,9.91,85.0,8.84,8.44,208.92,86.45,0442,Simbad,291.0972,38.87559,*,3,0.1,2021-11-07,13.95,274,,,,,,,,,0.93,0.15,,,,,,,F17,5817,47,48,5191,101,100,5791,116,0.893,0.013,0.014,0.81,0.025,0.024,1.085,0.049,0.97,0.05,0.05,1.27,0.07,0.07,1,0,1,Simbad,291.0972,38.87559,442.03,,,,,,,,,,,,,,,,,,,,0.72333,0.86808914,0.6670688,1.2190175,1.76263,,,,0.18285263,0.26439452,,,0.5,0.5,,,False
443.01,2.13,0.58,0.6,9.76,2.78,2.77,2.22,0.59,720,38,37,238,12,12,664,136.57,7.79,8.11,3.18,0.16,0.17,45.87,35.72,0443,Simbad,285.51685,38.93241,*,1,0.47,2023-07-12,14.15,154,,,,,,,,,,,,,,,3.37,0.02,,6485,44,46,3682,21,20,5845,205,1.269,0.018,0.019,0.339,0.003,0.003,1.334,0.102,0.95,0.08,0.07,4.4,0.38,0.33,1,0,1,Simbad,285.51685,38.93241,443.01,,,,,,,,,,,,,,,,,,,,0.430191,1.3468742,0.3483988,0.65908605,4.376155,,,,0.09886291,0.6564233,,,0.5,0.5,,,False
472.01,5.26,1.72,2.13,6.0,2.16,2.59,3.16,0.93,1175,167,184,1058,152,166,1063,375.5,34.33,33.58,252.81,23.53,24.05,301.46,260.03,0472,Simbad,283.61795,47.19668,*,1,0.91,2023-06-30,14.96,174,,,,,0.58,0.05,,,,,,,,,0.27,0.01,,5878,77,64,5553,88,75,5873,158,0.963,0.032,0.029,0.909,0.006,0.005,0.843,0.248,1.49,0.6,0.35,1.66,0.68,0.37,2,0,0,Simbad,283.61797,47.19668,472.01,,,,,,,,,,,,,,,,,,,,0.875367,0.9539659,0.84671587,1.0682034,1.2623134,,,,0.16023052,0.18934701,,,0.5,0.5,,,False
564.01,2.4,0.42,0.43,4.89,0.94,0.92,2.75,0.44,758,36,38,414,27,28,731,111.78,10.2,10.4,13.93,2.9,2.98,67.48,28.41,0564,Simbad,294.28099,42.29094,*,3,0.09,2023-06-03,14.81,183,,,,,,,,,,,,,,,1.84,0.15,"F17,LB14",6604,83,75,4859,197,205,5854,117,1.341,0.04,0.039,0.552,0.027,0.024,1.602,0.128,0.87,0.08,0.07,1.77,0.23,0.21,1,0,1,Simbad,294.28099,42.29094,564.01,,,,,,,,,,,,,,,,,,,,0.74023193,1.4430652,0.68660945,0.59841114,1.6928027,,,,0.089761674,0.2539204,,,0.5,0.5,,,False
564.02,7.04,1.24,1.31,14.34,2.97,2.92,8.03,1.29,416,21,20,227,14,15,401,10.08,0.92,0.94,1.26,0.26,0.27,6.09,2.56,0564,Simbad,294.28099,42.29094,*,3,0.09,2023-06-03,14.81,183,,,,,,,,,,,,,,,1.84,0.15,"F17,LB14",6604,83,75,4859,197,205,5854,117,1.341,0.04,0.039,0.552,0.027,0.024,1.602,0.128,0.87,0.08,0.07,1.77,0.23,0.21,1,0,1,Simbad,294.28099,42.29094,564.02,,,,,,,,,,,,,,,,,,,,0.74023193,1.4430652,0.68660945,0.59841114,1.6928027,,,,0.089761674,0.2539204,,,0.5,0.5,,,False
564.03,1.58,0.29,0.29,3.23,0.63,0.65,1.81,0.3,1137,52,55,622,41,42,1098,568.45,51.88,52.89,70.85,14.72,15.13,343.21,144.51,0564,Simbad,294.28099,42.29094,*,3,0.09,2023-06-03,14.81,183,,,,,,,,,,,,,,,1.84,0.15,"F17,LB14",6604,83,75,4859,197,205,5854,117,1.341,0.04,0.039,0.552,0.027,0.024,1.602,0.128,0.87,0.08,0.07,1.77,0.23,0.21,1,0,1,Simbad,294.28099,42.29094,564.03,,,,,,,,,,,,,,,,,,,,0.74023193,1.4430652,0.68660945,0.59841114,1.6928027,,,,0.089761674,0.2539204,,,0.5,0.5,,,False
584.01,2.63,0.38,0.37,10.85,1.53,1.54,2.76,0.38,821,24,24,315,9,9,803,108.58,5.2,5.44,4.43,0.2,0.2,98.34,39.83,0584,Simbad,287.91792,45.5929,*,3,1.83,2023-07-05,14.06,236,,,4.1,0.12,5.22,0.05,,,,,,,,,3.02,0.02,"F17,B16",5802,41,36,3567,16,16,5527,111,0.942,0.009,0.008,0.39,0.003,0.003,0.995,0.043,0.95,0.04,0.04,3.92,0.19,0.17,1,0,1,Simbad,287.91792,45.5929,584.01,,,,,,,,,,,,,,,,,,,,0.36737996,0.9280334,0.28601864,1.1102248,5.7683015,,,,0.16653374,0.8652453,,,0.5,0.5,,,False
584.02,2.51,0.35,0.34,10.36,1.45,1.5,2.63,0.37,638,20,19,245,7,7,623,39.42,1.89,1.98,1.61,0.07,0.07,35.69,14.46,0584,Simbad,287.91792,45.5929,*,3,1.83,2023-07-05,14.06,236,,,4.1,0.12,5.22,0.05,,,,,,,,,3.02,0.02,"F17,B16",5802,41,36,3567,16,16,5527,111,0.942,0.009,0.008,0.39,0.003,0.003,0.995,0.043,0.95,0.04,0.04,3.92,0.19,0.17,1,0,1,Simbad,287.91792,45.5929,584.02,,,,,,,,,,,,,,,,,,,,0.36737996,0.9280334,0.28601864,1.1102248,5.7683015,,,,0.16653374,0.8652453,,,0.5,0.5,,,False
584.03,1.09,0.16,0.16,4.52,0.65,0.63,1.15,0.16,949,30,30,364,12,11,926,192.12,9.2,9.63,7.83,0.36,0.35,173.79,70.38,0584,Simbad,287.91792,45.5929,*,3,1.83,2023-07-05,14.06,236,,,4.1,0.12,5.22,0.05,,,,,,,,,3.02,0.02,"F17,B16",5802,41,36,3567,16,16,5527,111,0.942,0.009,0.008,0.39,0.003,0.003,0.995,0.043,0.95,0.04,0.04,3.92,0.19,0.17,1,0,1,Simbad,287.91792,45.5929,584.03,,,,,,,,,,,,,,,,,,,,0.36737996,0.9280334,0.28601864,1.1102248,5.7683015,,,,0.16653374,0.8652453,,,0.5,0.5,,,False
588.01,2.01,0.09,0.09,3.55,0.16,0.17,1.92,0.05,641,18,17,472,12,12,620,37.93,2.75,2.73,12.97,0.79,0.76,34.93,4.12,0588,Simbad,282.45065,46.3214,*,1,0.28,2021-06-18,14.3,285,,,,,,,,,,,,,,,0.86,0.01,"F17,K16",4916,69,65,4059,51,34,4646,74,0.741,0.018,0.018,0.792,0.007,0.007,0.778,0.019,1.04,0.04,0.03,1.85,0.08,0.07,2,1,1,Simbad,282.45065,46.3214,588.01,,,,,,,,,,,,,,,,,,,,0.586872,0.68750006,0.5136641,1.6897331,2.5412602,,,,0.25346,0.38118905,,,0.5,0.5,,,False
