KOIpl,Rppri,E_Rppri,e_Rppri,Rpsec,E_Rpsec,e_Rpsec,Rpkep,e_Rpkep,Teqpri,E_Teqpri,e_Teqpri,Teqsec,E_Teqsec,e_Teqsec,Teqkep,Spri,E_Spri,e_Spri,Ssec,E_Ssec,e_Ssec,Skep,e_Skep,KOI,Simbad_x,_RA_x,_DE_x,NIRC2,Np,Sep,Date,rmag,SNR,dmi,e_dmi,dmLP600,e_dmLP600,dmGaia,e_dmGaia,dm562nm,e_dm562nm,dm692nm,e_dm692nm,dm880nm,e_dm880nm,dmJ,e_dmJ,dmK,e_dmK,Ref,Teff1,E_Teff1,e_Teff1,Teff2,E_Teff2,e_Teff2,Teffkep,e_Teffkep,Rstar1,E_Rstar1,e_Rstar1,Rstar2/Rstar1,E_Rstar2/Rstar1,e_Rstar2/Rstar1,Rstarkep,e_Rstarkep,fcorr-p,E_fcorr-p,e_fcorr-p,fcorr-s,E_fcorr-s,e_fcorr-s,Source,K16,F17,Simbad_y,_RA_y,_DE_y,KOIpl_clean,kepoi_name,koi_period,koi_period_err1,koi_period_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_steff,koi_srad,koi_smass,Rstar2,Mstar1_est,Mstar2_est,rho_pri,rho_sec,rho_transit,rho_transit_fracerr,rho_transit_err,rho_pri_err,rho_sec_err,lnL_pri,lnL_sec,prior_pri,prior_sec,p_pri,p_sec,usable
4580.01,1.0,0.26,0.26,2.02,0.54,0.52,1.23,0.31,1402,42,45,902,27,28,1510,359.12,12.78,12.37,55.19,1.64,1.62,1229.72,1066.7,4580,Simbad,293.37375,44.72798,*,1,1.55,2022-09-29,12.94,456,,,1.27,0.05,1.28,0.05,,,,,,,1.65,0.01,0.99,0.0,,6262,26,27,4666,27,27,5892,118,1.312,0.013,0.012,0.745,0.003,0.003,1.719,0.078,0.81,0.04,0.04,1.65,0.09,0.08,1,0,1,Simbad,293.37375,44.72798,4580.01,,,,,,,,,,,,,,,,,,,,0.97744006,1.4041623,0.9718801,0.62174994,1.04074,,,,0.09326249,0.156111,,,0.5,0.5,,,False
4590.01,2.24,0.47,0.48,2.51,0.52,0.53,1.75,0.26,744,60,62,685,58,59,735,68.51,5.05,4.96,52.08,3.77,3.74,69.25,33.25,4590,Simbad,288.8708,50.81556,*,1,0.87,2021-08-06,15.79,175,,,0.38,0.03,0.41,0.0,,,,,,,,,,,F17,5375,64,70,5117,68,73,5271,158,0.803,0.02,0.021,0.935,0.013,0.013,0.831,0.122,1.25,0.22,0.16,1.43,0.24,0.2,2,0,1,Simbad,288.8708,50.81556,4590.01,,,,,,,,,,,,,,,,,,,,0.75080496,0.76014143,0.69889015,1.4680736,1.6513059,,,,0.22021104,0.2476959,,,0.5,0.5,,,False
4634.01,1.28,0.57,0.54,5.45,3.03,4.47,0.98,0.3,1346,205,236,1042,160,188,1250,584.03,80.43,82.19,237.6,38.44,41.25,577.46,536.1,4634,Simbad,300.64962,44.05571,*,1,0.32,2021-08-04,13.65,156,,,1.55,0.15,,,,,,,,,,,0.64,0.05,,6164,105,97,5442,137,152,6174,175,1.077,0.057,0.046,0.77,0.014,0.013,1.041,0.326,1.21,0.58,0.3,1.59,0.69,0.38,2,0,1,Simbad,300.64962,44.05571,4634.01,,,,,,,,,,,,,,,,,,,,0.82929,1.0971591,0.79137623,0.87825876,1.3875983,,,,0.13173883,0.20813975,,,0.5,0.5,,,False
4651.01,0.75,0.21,0.2,1.77,0.48,0.48,0.77,0.21,1680,53,51,987,30,31,1726,1685.44,87.27,82.41,275.04,15.8,16.0,2107.84,1820.04,4651,Simbad,298.08708,42.16436,*,1,1.22,2022-08-04,13.78,272,,,2.88,0.37,2.75,0.05,,,,,,,,,1.42,0.01,,5740,40,42,4186,40,41,5715,114,0.894,0.009,0.008,0.649,0.007,0.007,0.956,0.041,0.97,0.04,0.04,2.28,0.12,0.1,1,0,1,Simbad,298.08708,42.16436,4651.01,,,,,,,,,,,,,,,,,,,,0.580206,0.8693044,0.5063814,1.2166322,2.592574,,,,0.18249485,0.3888861,,,0.5,0.5,,,False
4706.01,2.21,0.68,1.09,1.76,1.37,0.55,1.31,0.42,467,72,86,435,69,79,428,8.54,1.14,1.16,6.69,0.92,0.93,7.92,7.47,4706,Simbad,297.27091,46.92847,*,1,0.22,2023-09-26,13.58,300,,,,,,,,,,,,,,,0.21,0.0,,6232,106,101,6042,112,104,6210,169,1.113,0.055,0.051,0.922,0.004,0.004,1.054,0.339,1.41,0.66,0.35,1.5,0.74,0.37,2,0,1,Simbad,297.27091,46.92847,4706.01,,,,,,,,,,,,,,,,,,,,1.026186,1.1431915,1.032839,0.8291506,0.9557721,,,,0.124372594,0.14336582,,,0.5,0.5,,,False
4713.01,,,,,,,1.36,0.0,,,,,,,882,140.82,8.15,8.18,121.77,6.95,7.51,142.92,0.0,4713,Simbad,283.83883,40.42198,*,1,1.75,2021-06-18,13.6,263,,,0.27,0.04,0.2,0.05,,,,,,,0.03,0.1,0.29,0.01,F17,5884,45,45,5768,48,48,5780,,0.926,0.017,0.016,0.891,0.005,0.005,1.0,,,,,,,,2,0,1,Simbad,283.83883,40.42198,4713.01,,,,,,,,,,,,,,,,,,,,0.825066,0.908372,0.78634083,1.1440125,1.4000541,,,,0.17160188,0.21000813,,,0.5,0.5,,,False
4755.01,2.3,0.43,0.47,2.61,0.39,0.43,1.75,0.12,1022,66,66,932,98,100,999,258.02,62.38,61.39,198.19,65.07,69.79,235.28,52.59,4755,Simbad,280.66519,47.11405,*,1,0.08,2023-05-26,14.86,50,,,,,,,,,,,,,,,0.21,0.36,F17,5455,176,240,5195,251,380,5207,83,0.822,0.048,0.051,0.931,0.117,0.123,0.851,0.061,1.26,0.27,0.18,1.44,0.27,0.16,2,0,1,Simbad,280.66519,47.11405,4755.01,,,,,,,,,,,,,,,,,,,,0.76528203,0.78269,0.7157756,1.4092053,1.5970273,,,,0.21138081,0.2395541,,,0.5,0.5,,,False
4768.01,1.41,0.17,0.16,4.85,0.6,0.61,1.44,0.12,968,55,54,431,25,24,945,275.74,17.55,17.51,18.81,1.18,1.24,188.22,62.33,4768,Simbad,296.78932,47.23455,*,1,1.31,2022-08-03,15.69,132,,,3.99,0.26,,,,,,,,,,,2.61,0.07,"F17,B16",5399,57,58,3577,24,24,5200,182,0.819,0.014,0.014,0.45,0.011,0.01,0.852,0.071,0.97,0.09,0.07,3.35,0.31,0.28,1,0,1,Simbad,296.78932,47.23455,4768.01,,,,,,,,,,,,,,,,,,,,0.36855,0.7791209,0.28715774,1.4182513,5.7362924,,,,0.2127377,0.8604439,,,0.5,0.5,,,False
4823.01,1.08,2.57,1.38,0.52,1.2,0.16,1.51,0.75,997,156,305,898,138,277,1403,148.29,7.89,7.65,101.98,5.13,4.94,917.99,1633.44,4823,Simbad,290.99001,49.23313,*,1,1.4,2021-10-07,12.82,372,,,0.59,0.04,0.54,0.05,,,,,,,,,0.24,0.09,,5278,52,52,4929,45,41,5339,291,0.763,0.007,0.008,0.931,0.005,0.005,2.011,1.004,0.47,0.39,0.16,0.56,0.45,0.19,2,0,1,Simbad,290.99001,49.23313,4823.01,,,,,,,,,,,,,,,,,,,,0.710353,0.7131086,0.65214294,1.6053954,1.8193661,,,,0.24080932,0.27290493,,,0.5,0.5,,,False
4923.01,1.88,0.95,0.96,2.59,1.31,1.32,1.4,0.67,817,62,64,575,45,45,696,60.78,7.64,7.2,17.95,2.47,2.46,55.36,80.02,4923,Simbad,290.75622,37.08981,*,1,0.78,2022-10-22,13.16,356,,,1.46,0.1,,,,,,,,,,,,,,6765,103,107,5802,100,114,6325,75,1.411,0.054,0.057,0.675,0.018,0.017,1.191,0.175,1.32,0.22,0.18,1.8,0.34,0.25,2,0,1,Simbad,290.75622,37.08981,4923.01,,,,,,,,,,,,,,,,,,,,0.952425,1.5378315,0.9408892,0.5474289,1.0890458,,,,0.08211434,0.16335687,,,0.5,0.5,,,False
4986.01,2.54,0.91,0.95,4.89,1.81,1.84,1.48,0.47,294,29,33,175,18,19,211,1.27,0.14,0.14,0.21,0.03,0.03,0.47,0.43,4986,Simbad,290.3548,38.67252,*,1,0.17,2021-05-27,14.76,54,,,,,,,,,,,,,1.7,0.05,1.41,0.01,,6293,69,91,4790,95,124,5769,157,1.146,0.04,0.051,0.615,0.006,0.006,0.724,0.141,1.64,0.41,0.27,3.14,0.78,0.54,2,0,1,Simbad,290.3548,38.67252,4986.01,,,,,,,,,,,,,,,,,,,,0.70479006,1.1857163,0.6457653,0.7878198,1.8445711,,,,0.11817297,0.27668568,,,0.5,0.5,,,False
5004.01,2.19,1.04,1.03,2.83,1.37,1.34,2.0,0.95,395,19,19,307,15,15,385,8.58,0.69,0.71,3.54,0.3,0.3,5.19,7.35,5004,Simbad,292.55779,38.8503,*,1,1.05,2021-10-03,14.44,138,,,1.05,0.02,,,,,,,,,,,,,,6259,59,64,5557,75,73,5875,118,1.143,0.03,0.03,0.764,0.011,0.009,1.239,0.096,1.07,0.09,0.08,1.38,0.12,0.1,1,0,1,Simbad,292.55779,38.8503,5004.01,,,,,,,,,,,,,,,,,,,,0.873252,1.1818376,0.8441594,0.791442,1.2676686,,,,0.1187163,0.1901503,,,0.5,0.5,,,False
5030.01,1.72,0.88,0.87,4.11,2.11,2.07,2.61,1.3,276,19,19,130,9,9,279,2.91,0.16,0.16,0.22,0.01,0.01,1.43,2.1,5030,Simbad,295.18875,39.01862,*,1,1.0,2023-07-06,14.4,189,,,,,3.52,0.05,,,,,,,,,2.21,0.05,,6888,39,55,4717,45,54,5562,111,1.456,0.026,0.034,0.471,0.007,0.007,2.297,0.307,0.64,0.1,0.08,1.54,0.22,0.19,1,0,1,Simbad,295.18875,39.01862,5030.01,,,,,,,,,,,,,,,,,,,,0.685776,1.5993801,0.6240622,0.51816446,1.9350002,,,,0.07772467,0.29025003,,,0.5,0.5,,,False
5098.01,2.21,0.24,0.23,2.37,0.23,0.24,1.57,0.11,355,16,17,336,16,16,325,3.52,0.35,0.33,2.92,0.3,0.28,2.62,0.61,5098,Simbad,288.34171,40.09635,*,1,0.26,2023-08-20,14.8,234,,,,,,,,,,,,,,,0.15,0.0,,5508,86,83,5348,95,103,5180,103,0.84,0.027,0.027,0.95,0.005,0.006,0.8,0.054,1.4,0.12,0.1,1.51,0.12,0.11,2,0,1,Simbad,288.34171,40.09635,5098.01,,,,,,,,,,,,,,,,,,,,0.798,0.8041723,0.75422966,1.3567858,1.4842087,,,,0.20351787,0.22263132,,,0.5,0.5,,,False
5169.01,1.74,0.25,0.24,5.39,0.76,0.74,1.72,0.19,548,32,33,261,16,15,551,18.79,1.32,1.27,1.62,0.09,0.09,21.86,8.49,5169,Simbad,290.20548,40.66996,*,1,0.2,2023-07-05,15.43,153,,,,,,,,,,,,,,,2.46,0.04,F17,5161,71,71,3571,21,20,5199,182,0.773,0.016,0.014,0.472,0.007,0.007,0.778,0.069,1.01,0.1,0.09,3.14,0.33,0.26,1,0,1,Simbad,290.20548,40.66996,5169.01,,,,,,,,,,,,,,,,,,,,0.364856,0.7248103,0.2835645,1.5692273,5.838313,,,,0.2353841,0.875747,,,0.5,0.5,,,False
5211.01,0.58,0.06,0.06,1.42,0.17,0.15,0.6,0.06,981,31,29,580,19,20,1029,255.1,11.3,10.98,42.77,2.99,3.11,265.37,81.29,5211,Simbad,287.00837,41.2891,*,1,0.08,2021-09-29,12.88,363,,,,,,,,,2.18,0.15,2.32,0.15,,,,,F17,5376,38,41,3937,36,36,5432,109,0.757,0.008,0.007,0.65,0.015,0.016,0.817,0.035,0.96,0.04,0.04,2.35,0.12,0.12,1,0,1,Simbad,287.00837,41.2891,5211.01,,,,,,,,,,,,,,,,,,,,0.49205,0.70610595,0.41210848,1.6277293,3.4592652,,,,0.2441594,0.5188898,,,0.5,0.5,,,False
5245.01,3.0,0.42,0.4,10.03,1.4,1.35,3.06,0.35,809,41,42,374,19,19,794,122.74,7.01,7.31,9.11,0.49,0.49,93.79,37.23,5245,Simbad,284.05666,41.57673,*,1,0.17,2023-07-05,12.99,346,,,,,,,,,,,,,,,2.39,0.03,F17,5551,49,49,3673,20,18,5395,189,0.855,0.009,0.01,0.488,0.005,0.006,0.882,0.066,0.98,0.08,0.07,3.26,0.28,0.24,1,0,1,Simbad,284.05666,41.57673,5245.01,,,,,,,,,,,,,,,,,,,,0.41724002,0.8221625,0.33533776,1.3154044,4.616625,,,,0.19731067,0.69249374,,,0.5,0.5,,,False
5398.01,1.98,0.8,0.82,8.5,3.43,3.56,2.1,0.89,213,7,7,78,2,2,206,0.73,0.04,0.04,0.02,0.0,0.0,0.42,0.54,5398,Simbad,295.02984,43.12942,*,1,0.7,2022-09-14,14.4,119,,,,,,,,,,,,,,,3.12,0.04,,6082,41,43,3624,20,19,5688,114,1.062,0.013,0.012,0.375,0.006,0.006,1.141,0.053,0.93,0.05,0.04,4.01,0.23,0.19,1,0,1,Simbad,295.02984,43.12942,5398.01,,,,,,,,,,,,,,,,,,,,0.39825,1.0780916,0.3163696,0.900082,5.0087266,,,,0.1350123,0.75130904,,,0.5,0.5,,,False
5416.01,5.82,0.56,0.55,6.04,0.58,0.59,6.28,0.4,186,9,9,181,9,9,240,0.35,0.02,0.02,0.32,0.02,0.02,0.78,0.24,5416,Simbad,281.63369,43.41155,*,1,0.44,2022-06-06,16.8,48,,,,,,,,,,,,,,,0.13,0.0,,3633,25,26,3599,23,26,3869,133,0.398,0.014,0.014,0.957,0.005,0.005,0.584,0.037,0.93,0.07,0.06,0.96,0.07,0.07,2,0,1,Simbad,281.63369,43.41155,5416.01,,,,,,,,,,,,,,,,,,,,0.38088602,0.31612137,0.29922217,5.0142345,5.4151278,,,,0.7521352,0.8122692,,,0.5,0.5,,,False
5482.01,4.45,1.63,1.95,8.67,3.03,3.91,2.96,0.9,673,103,113,417,63,70,547,35.75,3.56,3.48,6.74,0.84,0.86,21.1,18.37,5482,Simbad,289.22913,44.09167,*,1,0.62,2022-10-14,15.14,114,,,,,,,,,,,,,,,1.27,0.0,,6140,74,72,4704,113,106,5861,141,1.09,0.038,0.033,0.652,0.006,0.006,0.865,0.263,1.33,0.6,0.31,2.53,1.15,0.61,2,0,1,Simbad,289.22913,44.09167,5482.01,,,,,,,,,,,,,,,,,,,,0.71068,1.1137383,0.6525182,0.8600102,1.8179015,,,,0.12900154,0.27268523,,,0.5,0.5,,,False
5545.01,1.22,0.55,0.57,1.33,0.61,0.61,1.08,0.48,203,17,17,183,15,15,206,0.7,0.08,0.08,0.5,0.05,0.06,0.43,0.56,5545,Simbad,295.59698,44.61389,*,1,0.08,2021-04-25,13.56,254,,,,,,,0.62,0.15,,,0.5,0.15,0.26,0.03,0.38,0.03,,6015,94,87,5759,95,85,5671,77,1.014,0.038,0.039,0.888,0.008,0.007,1.195,0.18,1.09,0.19,0.14,1.19,0.22,0.16,2,0,1,Simbad,295.59698,44.61389,5545.01,,,,,,,,,,,,,,,,,,,,0.90043205,1.0175306,0.87712944,0.97596335,1.2014643,,,,0.1463945,0.18021965,,,0.5,0.5,,,False
5553.01,2.0,0.41,0.43,4.44,1.01,1.04,2.32,0.45,339,22,22,194,14,14,333,5.86,0.53,0.55,0.85,0.12,0.12,2.91,1.89,5553,Simbad,298.23282,44.7564,*,1,0.97,2022-09-26,15.5,90,,,2.52,0.18,,,,,,,,,,,,,,6122,75,71,4456,112,113,5457,191,1.066,0.031,0.032,0.613,0.022,0.019,1.298,0.128,0.85,0.1,0.08,1.89,0.24,0.22,1,0,1,Simbad,298.23282,44.7564,5553.01,,,,,,,,,,,,,,,,,,,,0.65345794,1.0831697,0.58751917,0.8941799,2.1055672,,,,0.13412699,0.3158351,,,0.5,0.5,,,False
5563.01,1.31,0.44,0.64,3.19,1.15,1.54,3.8,1.21,837,131,151,488,74,86,1422,114.67,8.75,16.46,17.86,0.91,2.1,965.88,943.3,5563,Simbad,300.00096,44.82852,*,1,0.37,2023-05-12,13.6,281,,,,,,,,,,,,,,,1.49,0.0,,5534,95,102,3993,50,41,5222,173,0.865,0.028,0.028,0.65,0.005,0.006,3.162,1.003,0.29,0.14,0.07,0.71,0.34,0.17,2,0,0,Simbad,300.00096,44.82852,5563.01,,,,,,,,,,,,,,,,,,,,0.56224996,0.8341999,0.48686862,1.2889076,2.7391984,,,,0.19333616,0.4108798,,,0.5,0.5,,,False
5578.01,1.34,0.09,0.09,3.35,0.25,0.25,3.0,0.14,272,8,8,147,5,4,376,1.19,0.09,0.09,0.14,0.01,0.01,4.71,0.67,5578,Simbad,284.31518,45.13224,*,1,0.32,2022-07-16,11.01,980,,,,,,,,,,,,,,,1.64,0.02,,6098,56,60,4270,75,59,5550,74,1.073,0.034,0.031,0.589,0.008,0.008,2.472,0.086,0.45,0.02,0.02,1.11,0.07,0.06,2,0,1,Simbad,284.31518,45.13224,5578.01,,,,,,,,,,,,,,,,,,,,0.6319969,1.0920678,0.56349975,0.8839964,2.2322807,,,,0.13259947,0.33484212,,,0.5,0.5,,,False
5579.01,1.63,3.04,0.25,4.76,8.77,0.69,1.57,2.63,458,25,25,214,11,12,455,6.8,0.39,0.39,0.59,0.02,0.02,10.15,72.23,5579,Simbad,293.01563,45.16676,*,1,0.38,2023-07-06,15.54,129,,,,,,,,,,,,,,,2.72,0.01,,4799,52,51,3445,16,17,4986,175,0.702,0.012,0.012,0.424,0.003,0.003,0.648,0.053,1.1,0.1,0.08,3.23,0.3,0.26,1,0,1,Simbad,293.01563,45.16676,5579.01,,,,,,,,,,,,,,,,,,,,0.297648,0.64257145,0.21985115,1.8574197,8.337192,,,,0.27861297,1.2505788,,,0.5,0.5,,,False
5653.01,2.11,0.31,0.31,6.44,0.91,0.89,2.02,0.26,234,8,8,106,4,4,232,0.68,0.04,0.04,0.06,0.0,0.0,0.68,0.29,5653,Simbad,298.38618,45.76425,*,1,0.22,2023-08-05,15.49,182,,,,,,,,,,,,,,,2.85,0.04,,4786,46,46,3406,20,17,4823,96,0.694,0.011,0.011,0.407,0.006,0.006,0.672,0.034,1.04,0.06,0.05,3.18,0.18,0.19,1,0,1,Simbad,298.38618,45.76425,5653.01,,,,,,,,,,,,,,,,,,,,0.282458,0.633431,0.20591708,1.895051,9.137569,,,,0.28425765,1.3706355,,,0.5,0.5,,,False
5654.01,4.54,0.87,0.88,6.76,1.37,1.34,3.28,0.45,483,39,39,366,29,28,405,10.21,1.3,1.24,3.97,0.47,0.45,6.34,3.04,5654,Simbad,299.81771,45.70915,*,1,1.74,2022-09-14,16.72,41,,,,,1.3,0.05,,,,,,,0.96,0.01,,,,5721,112,103,4881,108,103,5299,186,0.911,0.041,0.035,0.787,0.01,0.011,0.757,0.102,1.36,0.23,0.16,2.02,0.32,0.25,2,0,0,Simbad,299.81771,45.70915,5654.01,,,,,,,,,,,,,,,,,,,,0.71695703,0.8900163,0.65973026,1.1771799,1.79014,,,,0.176577,0.268521,,,0.5,0.5,,,False
5677.01,1.16,0.13,0.14,4.48,0.59,0.52,1.14,0.12,642,23,22,256,8,10,598,30.51,1.85,2.45,1.66,0.14,0.31,30.28,9.16,5677,Simbad,288.13682,46.03837,*,1,0.62,2023-08-14,14.85,191,,,,,,,,,,,,,,,3.01,0.0,,5545,60,66,3512,17,14,5199,104,0.85,0.015,0.015,0.391,0.002,0.002,0.841,0.043,1.02,0.06,0.05,3.96,0.23,0.23,1,0,0,Simbad,288.13682,46.03837,5677.01,,,,,,,,,,,,,,,,,,,,0.33235002,0.8161569,0.25234497,1.3289751,6.8739686,,,,0.19934627,1.0310954,,,0.5,0.5,,,False
5736.01,2.21,0.48,0.5,3.95,0.9,0.87,2.22,0.35,407,34,34,244,21,21,377,5.45,0.39,0.42,0.98,0.07,0.07,4.77,2.0,5736,Simbad,283.67353,46.82271,*,1,0.85,2022-10-26,13.7,280,,,,,2.29,0.05,,,,,,,1.82,0.03,1.49,0.03,,6366,59,60,4932,64,63,5725,78,1.185,0.033,0.034,0.598,0.007,0.008,1.289,0.206,0.96,0.18,0.14,1.75,0.35,0.25,2,0,1,Simbad,283.67353,46.82271,5736.01,,,,,,,,,,,,,,,,,,,,0.70862997,1.2363684,0.6501662,0.743007,1.8271148,,,,0.11145105,0.27406722,,,0.5,0.5,,,False
5762.01,1.84,0.52,0.53,2.65,0.79,0.76,1.37,0.28,764,95,81,588,75,63,689,73.73,7.91,6.74,30.09,3.87,3.39,53.17,32.22,5762,Simbad,297.39319,47.01145,*,1,0.23,2022-08-04,15.57,180,,,0.65,0.25,,,,,,,,,,,0.69,0.03,F17,5756,84,83,4952,115,114,5579,150,0.918,0.037,0.03,0.798,0.01,0.009,0.798,0.161,1.31,0.32,0.24,1.88,0.49,0.33,2,0,1,Simbad,297.39319,47.01145,5762.01,,,,,,,,,,,,,,,,,,,,0.732564,0.8985729,0.6777304,1.1615163,1.7239325,,,,0.17422745,0.2585899,,,0.5,0.5,,,False
5764.01,2.02,0.23,0.23,6.17,0.73,0.71,2.03,0.16,188,11,10,82,5,4,180,0.31,0.02,0.02,0.02,0.0,0.0,0.25,0.08,5764,Simbad,299.58465,47.00078,*,1,0.35,2023-08-10,15.41,181,,,,,,,,,,,,,,,3.13,0.01,,4578,46,42,3297,13,12,4373,153,0.663,0.008,0.008,0.366,0.002,0.003,0.675,0.052,0.99,0.09,0.07,3.02,0.25,0.22,1,0,0,Simbad,299.58465,47.00078,5764.01,,,,,,,,,,,,,,,,,,,,0.24265799,0.59826267,0.17031121,2.0528224,11.919539,,,,0.30792338,1.787931,,,0.5,0.5,,,False
5822.01,2.48,1.83,1.84,2.65,1.9,1.96,1.69,1.31,882,45,47,850,44,45,842,19.07,1.29,1.22,16.56,1.13,1.04,118.84,295.21,5822,Simbad,298.74236,47.94542,*,1,0.41,2021-09-28,12.25,477,,,,,,,,,0.58,0.15,0.73,0.15,0.07,0.03,0.08,0.03,,4938,61,62,4811,59,55,4815,86,0.726,0.017,0.018,0.977,0.011,0.012,0.699,0.065,1.41,0.15,0.12,1.5,0.16,0.14,2,0,1,Simbad,298.74236,47.94542,5822.01,,,,,,,,,,,,,,,,,,,,0.709302,0.6701481,0.650937,1.7513014,1.8240864,,,,0.26269522,0.27361298,,,0.5,0.5,,,False
5825.01,1.88,0.69,0.72,6.04,2.27,2.34,2.05,0.78,360,15,14,168,6,7,363,2.44,0.2,0.21,0.18,0.01,0.01,4.12,4.69,5825,Simbad,294.28503,48.05942,*,1,3.48,2023-08-22,13.9,248,,,,,,,,,,,,,,,2.18,0.01,,6011,65,67,3907,38,33,5750,115,1.023,0.027,0.026,0.514,0.004,0.005,1.141,0.072,0.91,0.06,0.06,2.93,0.2,0.2,1,0,1,Simbad,294.28503,48.05942,5825.01,,,,,,,,,,,,,,,,,,,,0.525822,1.0288322,0.44776323,0.96098727,3.0798688,,,,0.1441481,0.46198034,,,0.5,0.5,,,False
5826.01,1.67,0.15,0.16,3.42,0.31,0.31,1.53,0.08,371,19,19,205,11,11,379,3.1,0.11,0.11,0.51,0.02,0.02,4.86,1.22,5826,Simbad,297.39088,48.0393,*,1,0.15,2021-04-25,15.87,71,,,,,,,,,,,,,,,2.36,0.03,F17,4073,25,24,3332,16,14,4291,150,0.558,0.006,0.006,0.454,0.005,0.005,0.527,0.04,1.09,0.08,0.08,2.21,0.18,0.16,1,0,1,Simbad,297.39088,48.0393,5826.01,,,,,,,,,,,,,,,,,,,,0.25333202,0.4822728,0.1797267,2.7758124,11.054584,,,,0.41637188,1.6581876,,,0.5,0.5,,,False
5831.01,2.13,0.23,0.23,2.31,0.24,0.24,1.75,0.13,455,24,24,429,23,23,485,10.09,0.4,0.4,8.15,0.32,0.32,13.12,4.25,5831,Simbad,297.45167,48.15691,*,1,0.5,2023-06-28,15.76,233,,,,,0.36,0.05,,,,,,,,,0.22,0.0,,3938,21,21,3837,17,18,4031,139,0.537,0.012,0.012,0.935,0.006,0.006,0.585,0.044,1.21,0.1,0.09,1.31,0.11,0.09,2,0,0,Simbad,297.45167,48.15691,5831.01,,,,,,,,,,,,,,,,,,,,0.502095,0.45969296,0.42265144,2.9685543,3.339064,,,,0.44528314,0.5008596,,,0.5,0.5,,,False
5845.01,1.2,0.27,0.26,1.19,0.25,0.26,1.18,0.25,756,40,40,756,40,41,896,137.35,5.98,6.14,141.37,6.63,6.48,152.29,98.17,5845,Simbad,287.37283,48.46557,*,1,1.65,2021-09-22,11.23,294,,,,,0.0,0.05,,,,,,,0.02,0.01,0.02,0.01,,6851,35,44,6881,32,49,6887,241,1.434,0.012,0.011,0.991,0.004,0.005,2.009,0.151,1.01,0.08,0.07,1.0,0.09,0.07,1,0,0,Simbad,287.37283,48.46557,5845.01,,,,,,,,,,,,,,,,,,,,1.4210941,1.5692295,1.5515956,0.53215605,0.5406424,,,,0.07982341,0.08109636,,,0.5,0.5,,,False
5930.01,1.89,0.7,0.72,2.12,0.8,0.8,1.0,0.33,139,14,15,125,13,13,106,0.05,0.0,0.0,0.04,0.0,0.0,0.03,0.03,5930,Simbad,296.25244,49.88656,*,1,0.07,2021-04-02,16.12,73,,,,,,,,,,,,,,,0.45,0.01,,3618,13,13,3506,12,12,3360,67,0.409,0.005,0.006,0.856,0.006,0.005,0.287,0.059,1.79,0.44,0.3,2.04,0.5,0.36,2,0,0,Simbad,296.25244,49.88656,5930.01,,,,,,,,,,,,,,,,,,,,0.350104,0.32708013,0.26930618,4.7806196,6.2755976,,,,0.717093,0.9413397,,,0.5,0.5,,,False
5949.01,1.83,0.88,0.87,7.68,3.67,3.67,1.88,0.89,256,8,8,96,3,3,249,0.67,0.03,0.03,0.02,0.0,0.0,0.92,1.28,5949,Simbad,289.68554,50.40922,*,1,0.69,2022-10-23,13.23,334,,,,,,,,,,,,,3.6,0.05,3.01,0.03,,6028,38,34,3630,17,17,5791,116,1.01,0.008,0.008,0.386,0.004,0.004,1.034,0.044,0.98,0.04,0.04,4.11,0.2,0.18,1,0,1,Simbad,289.68554,50.40922,5949.01,,,,,,,,,,,,,,,,,,,,0.38986,1.0125155,0.30806038,0.98273766,5.19888,,,,0.14741066,0.77983207,,,0.5,0.5,,,False
5971.01,0.93,0.08,0.08,1.44,0.13,0.13,1.08,0.08,138,4,4,108,4,4,149,0.28,0.02,0.02,0.12,0.01,0.01,0.12,0.03,5971,Simbad,296.26322,51.2661,*,1,0.04,2021-04-21,13.74,323,,,,,,,,,,,0.72,0.15,,,0.61,0.04,,5152,61,61,4388,62,59,4850,97,0.793,0.009,0.009,0.846,0.012,0.013,1.052,0.045,0.86,0.04,0.04,1.34,0.07,0.07,1,0,1,Simbad,296.26322,51.2661,5971.01,,,,,,,,,,,,,,,,,,,,0.670878,0.7483271,0.60716176,1.5006242,2.0108228,,,,0.22509363,0.30162343,,,0.5,0.5,,,False
5974.01,0.47,0.05,0.05,1.65,0.18,0.18,0.49,0.04,763,38,40,308,16,16,761,92.75,3.77,3.82,5.45,0.2,0.19,79.48,28.73,5974,Simbad,288.9162,51.53497,*,1,0.36,2023-07-18,13.41,349,,,,,,,,,,,,,,,3.33,0.02,,4794,36,37,3292,12,12,4680,164,0.716,0.006,0.006,0.344,0.003,0.003,0.754,0.056,0.96,0.07,0.07,3.34,0.28,0.24,1,0,1,Simbad,288.9162,51.53497,5974.01,,,,,,,,,,,,,,,,,,,,0.24630402,0.65862966,0.17351595,1.7943294,11.612478,,,,0.26914942,1.7418718,,,0.5,0.5,,,False
